H2,CH4,C2H6,C2H4,C2H2,Type
46.0,7.9,2.0,18.1,18.9,Partial discharge
58.5,19.5,1.3,11.7,10.4,Partial discharge
426.4,95.0,12.1,90.6,80.6,Arc discharge
157.2,58.5,2.0,33.9,81.1,Arc discharge
585.0,62.7,15.2,63.8,33.8,Arc discharge
195.0,49.4,5.2,26.3,38.1,Arc discharge
181.7,262.5,41.6,28.6,1.0,Low-temperature overheating
95.0,110.0,160.0,50.0,0.0,Low-temperature overheating
18.6,110.2,162.3,50.7,0.7,Low-temperature overheating
16.0,38.4,70.0,28.0,0.0,Low-temperature overheating
101.0,169.0,595.0,34.0,0.0,Low-temperature overheating
102.0,168.0,597.0,35.0,0.0,Low-temperature overheating
20.88,212.29,324.05,73.06,0.92,Low-temperature overheating
72.22,159.01,235.33,32.95,0.0,Low-temperature overheating
64.38,77.53,20.6,11.56,0.0,Low-temperature overheating
20.0,207.0,2.5,2.4,0.4,Low-temperature overheating
82.4,1548.2,403.8,320.9,0.0,Low-temperature overheating
73.38,157.49,244.65,35.68,0.0,Low-temperature overheating
70.84,148.56,238.36,35.24,0.0,Low-temperature overheating
19.19,187.55,329.49,74.43,1.0,Low-temperature overheating
58.54,116.04,175.74,34.12,0.72,Low-temperature overheating
207.0,416.0,347.0,134.5,20.0,Low-temperature overheating
46.9,161.6,94.1,193.3,0.56,Middle-temperature overheating
72.0,442.0,221.0,461.0,0.7,Middle-temperature overheating
128.0,419.0,269.4,614.1,0.35,Middle-temperature overheating
0.0,31.33,17.59,51.08,0.0,Middle-temperature overheating
15.3,26.2,21.0,52.8,0.0,Middle-temperature overheating
58.0,290.0,149.0,373.0,0.0,Middle-temperature overheating
13.1,44.7,91.5,213.3,4.2,Middle-temperature overheating
679.0,4992.0,1823.0,3671.0,0.0,Middle-temperature overheating
24.0,27.8,24.4,30.0,0.0,Middle-temperature overheating
33.9,36.5,31.5,39.3,0.0,Middle-temperature overheating
230.0,572.4,343.0,768.9,0.51,Middle-temperature overheating
215.6,255.1,160.2,350.4,0.0,Middle-temperature overheating
0.0,37.0,63.0,58.0,93.0,Middle-temperature overheating
78.0,70.1,294.8,635.8,12.2,Middle-temperature overheating
139.0,714.0,351.0,634.0,0.0,Middle-temperature overheating
40.0,112.9,54.0,185.3,0.3,Middle-temperature overheating
19.0,136.0,55.0,164.0,0.29,Middle-temperature overheating
23.6,170.6,180.4,450.9,0.0,Middle-temperature overheating
22.7,150.3,160.8,400.8,0.0,Middle-temperature overheating
972.0,3411.0,1436.0,1639.0,0.0,Middle-temperature overheating
139.0,345.0,184.0,533.0,0.0,Middle-temperature overheating
70.2,246.6,171.5,371.0,0.0,Middle-temperature overheating
118.0,434.0,228.0,638.0,0.0,Middle-temperature overheating
159.8,438.9,3112.4,644.6,0.38,Middle-temperature overheating
164.0,244.0,103.0,497.0,8.3,High-temperature overheating
172.6,306.6,75.8,367.4,1.9,High-temperature overheating
274.0,376.0,55.0,1002.0,17.0,High-temperature overheating
109.0,431.0,116.0,446.0,0.64,High-temperature overheating
172.9,334.1,172.9,812.5,37.7,High-temperature overheating
25.1,411.91,320.9,1832.8,18.4,High-temperature overheating
56.0,286.0,96.0,928.0,7.0,High-temperature overheating
336.0,419.0,105.0,1074.0,21.0,High-temperature overheating
11.3,24.6,12.7,59.9,2.8,High-temperature overheating
10.86,35.9,17.58,92.53,0.0,High-temperature overheating
73.0,520.0,140.0,1200.0,6.0,High-temperature overheating
86.0,110.0,18.0,92.0,7.4,High-temperature overheating
220.0,340.0,42.0,480.0,14.0,High-temperature overheating
170.0,320.0,53.0,520.0,3.2,High-temperature overheating
116.0,258.0,94.0,466.0,5.0,High-temperature overheating
98.0,252.0,95.0,645.0,23.0,High-temperature overheating
27.4,63.2,32.7,137.8,0.52,High-temperature overheating
2.02,16.82,3.9,77.25,0.0,High-temperature overheating
17.31,21.73,5.83,52.3,2.83,High-temperature overheating
64.0,250.0,145.0,846.0,3.2,High-temperature overheating
12.51,31.68,8.91,45.18,0.27,High-temperature overheating
15.64,35.35,9.74,38.48,0.12,High-temperature overheating
13.0,33.5,9.2,36.7,0.12,High-temperature overheating
2.17,45.59,7.97,43.9,0.04,High-temperature overheating
2.7,41.03,7.82,48.36,0.0,High-temperature overheating
14.08,30.14,7.32,39.15,0.0,High-temperature overheating
14.23,32.05,8.16,42.62,0.07,High-temperature overheating
18.0,23.7,27.1,164.0,6.5,High-temperature overheating
190.0,920.0,410.0,3180.0,15.0,High-temperature overheating
160.0,223.0,45.0,495.0,11.0,High-temperature overheating
130.0,270.0,67.0,500.0,3.0,High-temperature overheating
73.0,520.0,140.0,1230.0,7.0,High-temperature overheating
135.0,466.0,70.0,502.0,9.0,High-temperature overheating
610.0,1200.0,300.0,1800.0,6.0,High-temperature overheating
147.0,766.0,506.0,2078.0,3.1,High-temperature overheating
26.0,88.3,46.0,196.0,0.0,High-temperature overheating
5.49,35.9,28.1,156.0,0.0,High-temperature overheating
12.0,23.0,9.0,98.0,0.0,High-temperature overheating
14.0,29.0,18.0,174.0,0.0,High-temperature overheating
117.0,357.0,92.0,486.0,4.0,High-temperature overheating
18.95,46.97,6.94,61.54,0.0,High-temperature overheating
305.0,904.0,52.0,411.0,0.0,High-temperature overheating
16.0,26.1,7.1,24.4,0.1,High-temperature overheating
32.0,41.6,10.1,120.5,2.61,High-temperature overheating
34.0,48.5,12.9,141.0,3.31,High-temperature overheating
11.0,102.4,57.9,277.6,0.0,High-temperature overheating
24.0,137.0,62.0,329.5,0.0,High-temperature overheating
43.0,50.9,11.6,127.9,2.9,High-temperature overheating
3.76,26.88,7.22,61.8,0.31,High-temperature overheating
16.0,237.0,92.0,470.0,0.0,High-temperature overheating
171.19,628.34,354.87,1619.9,46.26,High-temperature overheating
27.4,63.2,32.7,137.8,0.52,High-temperature overheating
73.38,157.49,35.68,244.65,0.0,High-temperature overheating
58.54,116.04,34.12,175.74,0.72,High-temperature overheating
159.0,212.4,82.4,260.0,0.35,High-temperature overheating
14.42,44.83,3.26,72.63,0.0,High-temperature overheating
152.0,247.3,101.2,313.2,0.35,High-temperature overheating
100.0,106.3,19.3,216.6,14.2,High-temperature overheating
807.55,955.76,518.53,2286.7,65.86,High-temperature overheating
32.61,294.63,141.74,910.82,10.39,High-temperature overheating
28.34,71.41,4.78,131.0,0.0,High-temperature overheating
115.0,332.0,104.0,604.0,2.85,High-temperature overheating
41.0,58.2,25.9,129.8,1.0,High-temperature overheating
94.3,94.7,36.2,163.2,0.0,High-temperature overheating
8.5,14.1,31.7,175.9,0.0,High-temperature overheating
143.0,305.0,721.0,78.0,2.0,High-temperature overheating
26.5,298.0,0.0,69.3,8.6,High-temperature overheating
26.0,21.0,15.0,12.0,1.0,Partial discharge
25.2,1.2,6.5,1.3,0.2,Partial discharge
980.0,73.0,58.0,12.0,0.0,Partial discharge
420.0,37.3,14.9,30.0,0.2,Partial discharge
1198.0,3.2,1.4,3.2,0.5,Partial discharge
83.26,45.32,18.1,36.45,0.26,Partial discharge
195.8,14.5,11.6,2.4,0.7,Partial discharge
565.0,26.5,6.9,2.1,0.0,Partial discharge
625.0,49.0,9.0,7.0,0.6,Partial discharge
2587.2,7.88,4.7,1.4,0.0,Partial discharge
87.27,6.5,5.16,1.07,0.0,Partial discharge
560.0,0.0,0.6,0.7,0.0,Partial discharge
89.99,5.35,1.96,2.7,0.0,Partial discharge
1300.0,110.0,137.0,52.0,22.2,Partial discharge
650.0,53.0,34.0,20.0,0.0,Partial discharge
1565.0,93.0,34.0,47.0,0.0,Partial discharge
1308.0,125.0,112.0,6.0,0.0,Partial discharge
654.0,55.0,34.0,20.0,0.0,Partial discharge
2437.0,115.5,22.6,3.5,0.2,Partial discharge
565.0,93.0,34.0,47.0,0.0,Partial discharge
84.3,8.0,7.2,0.4,0.0,Partial discharge
980.0,73.0,58.0,12.0,0.0,Partial discharge
565.0,93.0,34.0,47.0,2.7,Partial discharge
180.85,0.574,0.234,0.188,0.0,Partial discharge
2073.0,85.6,17.4,2.6,0.0,Partial discharge
568.0,26.5,6.9,2.1,0.0,Partial discharge
279.0,41.0,9.7,42.0,34.0,Partial discharge
3433.0,180.0,34.3,3.4,0.3,Partial discharge
150.0,11.6,50.6,29.0,1.1,Partial discharge
1308.0,125.0,112.0,6.0,0.0,Partial discharge
177.21,13.83,6.6,2.36,0.0,Partial discharge
538.3,12.6,8.67,14.07,0.33,Partial discharge
3433.0,180.0,34.4,3.6,0.4,Partial discharge
181.0,0.6,0.2,0.2,0.0,Partial discharge
189.93,8.74,1.25,0.04,0.04,Partial discharge
242.0,6.0,1.0,4.0,0.0,Partial discharge
30.0,7.4,8.5,1.8,19.0,Spark discharge
14.1,4.0,1.3,1.5,9.5,Spark discharge
29.5,4.5,0.5,3.5,29.1,Spark discharge
78.0,28.0,13.0,29.0,110.0,Spark discharge
30.64,29.84,6.82,16.071,99.0,Spark discharge
68.72,9.05,11.38,1.71,34.88,Spark discharge
225.1,215.9,605.5,88.7,1849.0,Spark discharge
80.0,20.0,6.0,20.0,62.0,Spark discharge
75.0,2.98,0.6,3.57,14.29,Spark discharge
410.0,32.88,2.59,24.76,191.0,Spark discharge
330.2,28.3,2.55,25.98,203.87,Spark discharge
584.67,104.44,9.04,193.0,530.89,Spark discharge
34.45,21.92,3.19,44.96,19.62,Arc discharge
5.12,3.76,0.51,5.28,5.16,Arc discharge
1675.0,650.0,82.0,1006.0,420.0,Arc discharge
121.0,14.0,3.0,29.0,74.0,Arc discharge
181.5,65.0,9.97,107.6,140.83,Arc discharge
200.0,48.0,14.0,117.0,131.0,Arc discharge
43.74,17.02,2.1,26.22,10.92,Arc discharge
217.5,40.0,4.9,51.8,67.5,Arc discharge
40.9,11.9,4.5,69.3,29.0,Arc discharge
56.0,25.0,6.0,85.0,10.0,Arc discharge
143.0,92.0,12.0,133.0,79.0,Arc discharge
162.0,109.0,11.1,201.0,183.0,Arc discharge
35.88,9.3,1.59,15.4,17.66,Arc discharge
56.82,9.86,2.16,11.59,17.97,Arc discharge
940.0,440.0,3.0,530.0,460.0,Arc discharge
980.0,570.0,37.0,480.0,54.0,Arc discharge
420.0,200.0,14.0,230.0,180.0,Arc discharge
328.0,73.0,3.0,73.0,65.0,Arc discharge
60.0,40.0,10.0,110.0,70.0,Arc discharge
57.0,13.0,0.1,11.0,12.0,Arc discharge
44.09,13.64,2.42,20.08,20.21,Arc discharge
150.0,27.0,5.6,65.0,90.0,Arc discharge
335.0,67.0,18.0,143.0,170.0,Arc discharge
250.0,63.0,3.8,66.0,120.0,Arc discharge
293.0,50.0,13.0,115.0,120.0,Arc discharge
443.0,85.0,9.5,103.0,174.0,Arc discharge
379.15,18.1,3.93,25.44,33.13,Arc discharge
20.0,3.9,0.6,4.4,6.3,Arc discharge
138.7,50.8,7.7,55.2,96.0,Arc discharge
248.47,22.84,11.52,63.54,32.17,Arc discharge
647.9,189.9,5.9,164.2,201.4,Arc discharge
512.0,87.0,11.5,163.9,185.21,Arc discharge
23.0,5.9,1.0,3.1,3.62,Arc discharge
207.1,107.16,19.39,136.59,159.65,Arc discharge
1350.3,602.76,46.1,705.61,896.69,Arc discharge
531.0,111.9,22.7,122.5,169.0,Arc discharge
447.6,196.0,33.3,188.6,22.65,Arc discharge
344.1,213.0,18.6,199.9,257.6,Arc discharge
3312.0,38.0,6.5,42.0,54.0,Arc discharge
642.9,195.5,17.9,172.9,197.4,Arc discharge
6785.0,1149.0,251.0,2525.0,3574.4,Arc discharge
602.6,186.0,13.7,190.5,260.7,Arc discharge
256.61,82.87,6.41,82.65,167.5,Arc discharge
176.0,40.0,11.0,71.0,79.0,Arc discharge
2307.0,623.3,26.87,339.32,550.0,Arc discharge
9.71,3.44,0.47,0.48,0.0,Normal
9.76,3.48,0.45,0.51,0.0,Normal
9.73,3.41,0.46,0.46,0.0,Normal
9.52,3.27,0.47,0.52,0.0,Normal
9.57,3.36,0.46,0.47,0.0,Normal
9.53,3.32,0.47,0.48,0.0,Normal
9.57,3.28,0.47,0.52,0.0,Normal
9.61,3.26,0.46,0.52,0.0,Normal
7.35,3.1,0.16,0.53,0.0,Normal
7.39,3.03,0.13,0.58,0.0,Normal
10.0,73.7,18.8,48.6,0.1,Normal
12.0,23.6,7.7,21.4,0.1,Normal
14.16,0.57,0.0,0.27,0.0,Normal
19.19,9.65,3.41,3.89,0.0,Normal
19.18,15.17,3.06,9.9,0.0,Normal
1.04,1.06,0.0,0.77,0.0,Normal
9.8,6.5,0.0,0.8,0.0,Normal
0.024,9.228,1.315,0.271,0.0,Normal
0.0,15.836,1.022,0.33,0.0,Normal
7.3,3.1,0.2,0.4,0.1,Normal
9.5,3.5,0.5,0.5,0.0,Normal
13.216,2.207,0.133,0.35,0.0,Normal
5.272,1.303,0.0,0.07,0.0,Normal
22.685,3.676,0.54,0.55,0.0,Normal
4.8,5.79,0.91,1.23,0.0,Normal
35.6,6.14,0.53,1.43,0.0,Normal
2.0,5.5,0.52,0.81,0.0,Normal
10.87,7.35,0.1,0.78,0.0,Normal
11.55,5.66,0.58,1.02,0.0,Normal
21.45,7.45,0.46,0.86,0.0,Normal
8.7,13.7,6.1,11.9,0.5,Normal
13.7,32.6,18.3,10.3,1.2,Normal
21.2,2.0,0.1,0.3,0.0,Normal
538.9,9.6,0.0,0.0,0.0,Normal
1023.8,0.0,0.0,0.0,0.0,Normal
103.9,0.0,0.0,0.0,0.0,Normal
504.5,51.0,0.0,0.4,0.0,Normal
62.9,26.2,0.0,0.1,0.0,Normal
5.6,3.3,0.4,0.3,0.0,Normal
4.0,4.4,0.0,0.0,0.0,Normal
1.8,2.9,0.0,0.0,0.1,Normal
0.2,13.7,3.7,1.9,0.0,Normal
0.7,9.7,3.4,0.5,0.0,Normal
7.7,1.2,0.1,0.3,0.0,Normal
7.39,1.937,0.171,0.306,0.0,Normal
7.152,2.145,0.037,0.168,0.0,Normal
8.248,2.73,0.199,0.361,0.0,Normal
16.365,32.511,14.32,21.019,0.0,Normal
11.816,50.916,24.568,47.667,0.0,Normal
2.557,8.581,2.843,0.375,0.0,Normal
2.52,7.095,2.579,0.45,0.0,Normal
5.92,2.615,0.388,0.322,0.0,Normal
5.518,5.881,0.805,0.941,0.0,Normal
10.5,4.9,0.3,5.2,0.0,Normal
0.1,4.2,0.0,1.3,0.0,Normal
11.204,3.612,0.388,0.911,0.0,Normal
7.123,3.714,0.266,2.454,0.0,Normal
9.72,3.73,0.713,0.811,0.0,Normal
42.167,12.42,0.832,0.328,0.0,Normal
5.67,2.4,0.0,0.0,0.0,Normal
17.029,12.1,1.158,0.365,0.0,Normal
17.12,9.83,0.91,0.64,0.0,Normal
6.55,8.81,0.99,0.4,0.0,Normal
13.316,19.641,6.892,0.848,0.0,Normal
4.2,4.1,0.4,0.1,0.0,Normal
10.36,18.01,4.6,0.0,1.28,Normal
82.99,6.87,0.46,1.24,0.15,Normal
9.45,9.88,1.87,1.65,0.0,Normal
9.68,75.17,21.5,57.48,0.16,Middle-temperature overheating
18.0,94.2,24.9,70.0,0.1,Middle-temperature overheating
18.7,101.3,28.8,76.02,0.03,Middle-temperature overheating
21.0,98.7,25.7,40.6,0.2,Middle-temperature overheating
184.0,246.0,36.0,24.0,0.0,Middle-temperature overheating
99.0,165.0,576.0,36.0,0.0,Middle-temperature overheating
75.0,432.0,215.0,437.0,0.7,Middle-temperature overheating
232.3,568.3,320.1,689.3,0.54,Middle-temperature overheating
159.3,27.4,6.6,12.3,0.22,Middle-temperature overheating
4.15,187.4,108.3,136.1,0.0,Middle-temperature overheating
145.3,178.3,50.3,23.1,0.0,Middle-temperature overheating
135.1,398.1,258.4,630.2,0.35,Middle-temperature overheating
155.1,132.6,29.5,98.1,0.0,Middle-temperature overheating
134.0,715.3,321.6,633.2,0.0,Middle-temperature overheating
38.3,99.1,41.6,26.9,0.0,Middle-temperature overheating
78.3,256.3,173.4,378.2,0.0,Middle-temperature overheating
15.23,61.32,53.98,81.76,0.0,Middle-temperature overheating
26.8,92.3,48.1,93.4,0.5,Middle-temperature overheating
139.3,715.3,362.3,671.9,0.1,Middle-temperature overheating
69.0,188.5,49.0,175.4,4.5,High-temperature overheating
65.0,181.1,47.4,170.1,4.2,High-temperature overheating
64.0,185.2,47.9,172.7,4.2,High-temperature overheating
69.0,187.2,48.3,172.7,4.8,High-temperature overheating
72.0,194.5,53.2,178.1,5.0,High-temperature overheating
70.0,190.1,52.1,174.6,5.0,High-temperature overheating
64.0,180.1,51.9,172.7,4.8,High-temperature overheating
66.0,178.4,50.1,167.5,4.7,High-temperature overheating
72.0,190.8,51.2,171.0,4.7,High-temperature overheating
62.0,174.2,50.8,167.0,4.6,High-temperature overheating
117.0,193.2,44.3,219.2,1.7,High-temperature overheating
108.0,202.4,56.4,269.3,2.2,High-temperature overheating
121.0,241.8,69.5,326.5,2.4,High-temperature overheating
125.0,241.0,61.9,294.8,2.5,High-temperature overheating
55.4,246.3,95.4,932.1,7.4,High-temperature overheating
223.4,354.2,41.3,466.7,15.3,High-temperature overheating
115.3,137.5,111.0,425.3,28.7,High-temperature overheating
77.5,523.0,142.0,1233.0,5.3,High-temperature overheating
132.3,245.6,96.6,356.4,2.3,High-temperature overheating
7.6,112.0,125.5,702.3,2.6,High-temperature overheating
171.3,298.0,41.3,556.8,8.7,High-temperature overheating
90.99,5.45,2.15,2.7,0.0,Spark discharge
64.1,0.45,0.99,3.14,15.3,Spark discharge
31.3,15.9,2.4,4.21,31.2,Spark discharge
55.32,7.66,4.8,1.33,6.5,Spark discharge
321.0,33.4,35.4,105.2,416.0,Spark discharge
915.3,129.97,6.87,33.1,307.7,Spark discharge
351.4,112.35,28.3,52.5,346.0,Spark discharge
171.2,25.3,7.3,17.0,55.2,Spark discharge
49.5,12.2,3.7,0.3,4.8,Spark discharge
536.1,119.0,28.1,33.6,202.3,Spark discharge
360.5,28.5,2.75,25.66,198.3,Spark discharge
330.1,28.4,2.56,25.34,213.33,Spark discharge
411.3,33.12,2.44,23.77,25.66,Spark discharge
33.1,5.6,13.1,1.5,13.3,Spark discharge
22.5,7.8,6.9,1.5,7.8,Spark discharge
28.8,4.3,0.6,3.45,29.3,Spark discharge
21.4,3.5,1.4,0.88,9.14,Spark discharge
13.9,3.5,1.3,1.5,0.44,Spark discharge
31.2,20.3,3.1,5.0,30.9,Spark discharge
332.0,28.7,2.35,25.66,196.8,Spark discharge
625.1,49.3,9.2,7.0,0.6,Arc discharge
707.3,105.1,11.9,55.0,81.3,Arc discharge
151.0,21.6,1.7,23.0,32.0,Arc discharge
133.0,42.4,21.0,77.8,52.2,Arc discharge
501.3,70.2,9.7,137.8,162.0,Arc discharge
156.1,45.6,19.2,88.0,62.0,Arc discharge
202.0,108.3,19.0,136.0,159.8,Arc discharge
119.0,26.7,11.4,54.6,84.7,Arc discharge
466.5,149.9,13.2,265.0,521.0,Arc discharge
302.3,241.0,15.0,163.2,139.7,Arc discharge
332.0,66.0,17.8,151.1,167.1,Arc discharge
152.1,26.9,37.0,45.7,60.8,Arc discharge
439.7,27.1,22.4,34.9,31.2,Arc discharge
346.3,112.1,28.1,52.6,59.0,Arc discharge
100.0,95.3,21.0,312.0,117.1,Arc discharge
2053.1,372.0,27.0,544.1,765.2,Arc discharge
151.0,86.0,231.3,132.0,36.2,Arc discharge
66.1,21.1,20.0,51.8,95.3,Arc discharge
101.0,62.0,5.0,63.1,77.6,Arc discharge
199.3,47.1,13.3,117.0,133.0,Arc discharge
181.5,0.55,0.32,0.278,0.0,Partial discharge
225.4,18.3,7.8,2.7,0.0,Partial discharge
2087.0,85.3,18.5,2.8,0.0,Partial discharge
2433.0,117.0,23.0,3.2,0.1,Partial discharge
626.1,47.0,8.9,6.1,0.6,Partial discharge
481.5,38.1,31.0,6.7,0.0,Partial discharge
2077.0,86.2,17.8,2.3,0.0,Partial discharge
23.0,9.0,6.4,6.2,0.4,Low-temperature overheating
22.0,3.3,2.1,1.2,0.2,Low-temperature overheating
397.7,901.0,2798.2,1171.9,66.51,Low-temperature overheating
4.32,193.0,125.0,118.0,0.0,Low-temperature overheating
72.0,442.0,461.0,221.0,0.7,Low-temperature overheating
304.0,4336.0,227.0,1606.0,13.8,Low-temperature overheating
64.0,72.0,7.0,103.0,0.0,Low-temperature overheating
125.0,390.3,497.2,201.9,0.69,Low-temperature overheating
16.4,25.0,21.0,11.0,0.0,Low-temperature overheating
39.0,17.0,33.0,138.0,0.0,Low-temperature overheating
14.0,45.0,72.0,34.0,0.0,Low-temperature overheating
350.0,1100.0,270.0,180.0,20.0,Low-temperature overheating
280.0,10.0,25.0,13.0,0.0,Low-temperature overheating
28.0,409.0,692.0,354.0,0.5,Low-temperature overheating
12.0,12.6,96.8,56.6,0.0,Low-temperature overheating
95.32,65.4,255.65,199.06,4.48,Low-temperature overheating
417.0,911.0,1602.0,554.0,1.0,Low-temperature overheating
54.32,68.68,98.44,35.57,0.0,Low-temperature overheating
71.93,289.87,379.03,133.95,0.0,Low-temperature overheating
46.0,76.8,50.2,20.4,0.1,Low-temperature overheating
0.5,38.4,133.4,151.4,0.0,Low-temperature overheating
22.0,10.0,3.4,1.6,0.3,Low-temperature overheating
170.12,508.27,806.03,298.72,0.93,Low-temperature overheating
18.0,27.4,50.6,20.9,0.7,Low-temperature overheating
30.0,71.0,54.0,44.0,0.0,Low-temperature overheating
28.0,100.0,79.0,63.0,0.0,Low-temperature overheating
34.0,171.0,114.0,91.0,0.0,Low-temperature overheating
15.87,38.2,37.25,23.29,0.54,Low-temperature overheating
139.0,345.0,533.0,184.0,0.0,Low-temperature overheating
211.14,769.25,1210.45,465.03,0.0,Low-temperature overheating
56.0,20.0,35.0,8.0,0.6,High-temperature overheating
106.0,59.0,58.0,16.0,1.3,High-temperature overheating
6.7,10.0,71.0,11.0,3.9,High-temperature overheating
134.0,137.0,154.0,13.0,11.0,High-temperature overheating
35.8,30.1,93.6,10.1,7.1,High-temperature overheating
124.0,115.0,190.0,40.0,2.0,High-temperature overheating
82.0,161.0,406.0,79.0,8.9,High-temperature overheating
7.1,76.4,97.0,17.1,0.0,High-temperature overheating
21.0,79.0,419.0,13.0,0.0,High-temperature overheating
79.0,256.0,562.0,132.0,0.0,High-temperature overheating
23.0,61.0,153.0,14.0,4.4,High-temperature overheating
31.0,76.0,137.6,34.5,0.0,High-temperature overheating
24.0,42.0,155.0,3.6,3.5,High-temperature overheating
7.1,76.4,97.0,17.1,0.0,High-temperature overheating
82.0,161.0,406.0,79.0,8.9,High-temperature overheating
34.0,60.0,123.0,11.0,6.0,High-temperature overheating
44.0,64.0,221.0,23.2,0.0,High-temperature overheating
74.0,69.0,133.0,26.0,0.0,High-temperature overheating
23.0,61.0,153.0,14.0,4.4,High-temperature overheating
79.0,256.0,562.0,132.0,0.0,High-temperature overheating
24.0,42.0,155.0,3.6,3.5,High-temperature overheating
31.0,76.0,137.6,34.5,0.0,High-temperature overheating
16.0,237.0,470.0,92.0,0.0,High-temperature overheating
180.0,830.0,1800.0,380.0,24.0,High-temperature overheating
45.0,46.0,99.0,13.0,0.6,High-temperature overheating
15.0,92.0,600.0,166.0,16.0,High-temperature overheating
360.0,1050.0,1300.0,200.0,23.0,High-temperature overheating
28.0,145.7,436.0,113.0,0.0,High-temperature overheating
78.0,201.8,3216.0,275.0,16.0,High-temperature overheating
53.0,137.0,523.0,115.0,6.5,High-temperature overheating
79.0,27.0,45.0,6.8,2.3,High-temperature overheating
112.0,23.66,43.66,8.36,1.18,High-temperature overheating
1430.0,6632.0,5506.0,1779.0,7.0,High-temperature overheating
6.7,10.0,71.0,11.0,3.9,High-temperature overheating
766.0,993.0,665.0,116.0,4.0,High-temperature overheating
124.0,115.0,190.0,40.0,2.0,High-temperature overheating
89.0,10.0,18.0,3.0,0.0,High-temperature overheating
103.0,146.0,284.0,31.0,4.0,High-temperature overheating
205.0,1270.0,1470.0,300.0,12.8,High-temperature overheating
15.0,125.0,574.0,28.7,7.0,High-temperature overheating
39.0,1660.0,2800.0,890.0,0.0,High-temperature overheating
61.8,277.0,263.0,75.0,6.9,High-temperature overheating
43.0,445.9,303.3,64.9,5.1,High-temperature overheating
56.2,381.0,980.0,193.0,11.9,High-temperature overheating
35.7,1600.0,3200.0,550.0,30.5,High-temperature overheating
570.0,740.0,890.0,170.0,9.1,High-temperature overheating
83.0,44.0,470.0,75.0,4.7,High-temperature overheating
64.0,19.0,29.0,3.0,0.5,High-temperature overheating
304.0,433.6,2270.0,160.6,13.8,High-temperature overheating
32.0,158.0,630.0,111.0,12.0,High-temperature overheating
71.0,98.0,84.0,16.0,3.4,High-temperature overheating
64.0,250.0,846.0,146.0,23.0,High-temperature overheating
430.0,2300.0,1960.0,470.0,0.0,High-temperature overheating
31.0,44.0,208.0,46.0,2.5,High-temperature overheating
349.0,4716.0,6805.0,60.0,0.5,High-temperature overheating
56.0,286.0,928.0,96.0,7.2,High-temperature overheating
116.0,833.0,1340.0,160.0,50.4,High-temperature overheating
1080.0,672.0,920.0,232.0,0.5,High-temperature overheating
41.8,97.0,600.0,157.0,0.5,High-temperature overheating
117.0,274.0,278.0,54.0,2.9,High-temperature overheating
318.0,114.0,386.0,52.0,33.0,High-temperature overheating
304.0,1487.0,5314.0,695.0,51.0,High-temperature overheating
140.33,193.62,426.52,82.13,26.98,High-temperature overheating
365.0,1206.4,1658.6,354.4,1.1,High-temperature overheating
14.0,29.0,178.0,18.0,0.0,High-temperature overheating
60.43,101.65,308.85,32.34,1.32,High-temperature overheating
97.0,139.0,501.0,28.0,3.6,High-temperature overheating
1481.6,1507.1,3971.0,281.9,149.5,High-temperature overheating
16.0,23.0,81.0,13.0,0.7,High-temperature overheating
156.0,137.0,360.0,47.0,2.0,High-temperature overheating
34.5,33.3,91.2,6.1,1.08,High-temperature overheating
105.0,67.7,175.5,40.6,1.5,High-temperature overheating
76.51,96.42,155.28,23.48,0.0,High-temperature overheating
115.9,75.8,205.5,26.8,14.7,High-temperature overheating
810.0,283.0,1057.0,138.0,14.2,High-temperature overheating
791.0,390.0,560.0,169.0,12.0,High-temperature overheating
56.0,99.9,248.8,51.4,2.3,High-temperature overheating
141.7,1317.7,2368.4,331.6,31.3,High-temperature overheating
27.4,63.2,137.8,32.7,0.52,High-temperature overheating
207.0,416.0,1345.0,347.0,20.0,High-temperature overheating
236.0,410.0,817.0,159.0,3.5,High-temperature overheating
213.0,344.0,1103.0,71.0,20.0,High-temperature overheating
720.0,1000.0,2500.0,310.0,230.0,High-temperature overheating
36.2,12.6,15.5,4.4,0.0,High-temperature overheating
140.0,240.0,410.0,85.0,1.1,High-temperature overheating
4.0,2.0,24.0,1.0,0.0,High-temperature overheating
32.0,158.0,630.0,111.0,12.0,High-temperature overheating
63.0,196.0,984.0,119.0,13.0,High-temperature overheating
86.0,10.0,92.0,18.0,7.4,High-temperature overheating
89.0,120.0,95.0,19.0,6.7,High-temperature overheating
10.0,1.0,2.0,1.0,0.0,High-temperature overheating
128.0,102.0,314.0,39.0,14.0,High-temperature overheating
318.0,114.0,386.0,52.0,33.0,High-temperature overheating
14.9,13.4,57.2,6.4,2.2,High-temperature overheating
86.3,188.1,397.6,71.4,2.6,High-temperature overheating
4.0,6.3,18.8,3.9,0.8,High-temperature overheating
47.0,72.0,118.8,26.5,1.4,High-temperature overheating
86.4,131.4,182.8,44.7,1.4,High-temperature overheating
91.0,154.3,254.0,54.0,0.9,High-temperature overheating
149.0,367.1,574.1,101.6,1.6,High-temperature overheating
266.6,746.5,1073.0,209.4,1.5,High-temperature overheating
365.0,1206.4,1658.6,354.4,1.1,High-temperature overheating
9880.0,1502.0,638.0,189.0,6.4,High-temperature overheating
19.13,28.61,40.51,3.49,0.0,High-temperature overheating
